"MunicipalityName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","OWF_ID","OWF_ID_Full","OWF_ID_Flag","PWS_ID","PWS_ID_Flag","DWR_WaterDistrict_ID","DWR_WaterDistrict_ID_Flag","County_CSV","NumCounty","IBCC_Basin_CSV","Num_IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","Comment"
Johnstown,39855,G,2412807,G,64266,G,Johnstown,Johnstown,G,CO0162418,G,,x,"Larimer, Weld",2,South Platte,1,40.349893,-104.948157,,http://www.townofjohnstown.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Julesburg,39965,G,2412812,G,58004,G,Julesburg,Julesburg,G,CO0158001,G,,x,Sedgwick,1,South Platte,1,40.984514,-102.262760,,http://www.townofjulesburg.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Keenesburg,40185,G,2412820,G,62033,G,Keenesburg,Keenesburg,G,CO0162438,G,,x,Weld,1,South Platte,1,40.111580,-104.503505,,https://www.townofkeenesburg.com/,G,
Kersey,40515,G,2412828,G,62035,G,Kersey,Kersey,G,CO0055558,G,,x,Weld,1,South Platte,1,40.387783,-104.564447,,http://www.townofkersey.com/,G,
Kim,40570,G,2412834,G,36005,G,Kim,Kim,G,CO0136400,G,,x,Las Animas,1,Arkansas,1,37.247062,-103.353411,,"https://en.wikipedia.org/wiki/Kim,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Kiowa,40790,G,2412838,G,20005,G,Kiowa,Kiowa,G,CO0120015,G,,x,Elbert,1,South Platte,1,39.343041,-104.455417,,http://www.townofkiowa.com/,G,
Kit Carson,41010,G,2412842,G,09013,G,KitCarson,KitCarson,G,CO0109011,G,,x,Cheyenne,1,Arkansas,1,38.762823,-102.795366,,http://kitcarsoncolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Kremmling,41560,G,2412848,G,25018,G,Kremmling,Kremmling,G,CO0125455,G,,x,Grand,1,Colorado,1,40.056638,-106.378447,,http://www.townofkremmling.org/,G,
La Jara,42055,G,2412855,G,11009,G,LaJara,LaJara,G,CO0111600,G,,x,Conejos,1,Rio Grande,1,37.273782,-105.960634,,https://www.colorado.gov/townoflajara,G,New BNDSS ID; did not have an ID in original BNDSS
La Junta,42110,G,2411574,G,45007,G,LaJunta,LaJunta,G,CO0145420,G,,x,Otero,1,Arkansas,1,37.978960,-103.547741,,http://www.ci.la-junta.co.us/,G,
La Salle,43605,G,2412856,G,62037,G,LaSalle,LaSalle,G,CO0162466,G,,x,Weld,1,South Platte,1,40.348480,-104.706165,,http://www.lasalletown.com/,G,New BNDSS ID; did not have an ID in original BNDSS
La Veta,44100,G,2412857,G,28007,G,LaVeta,LaVeta,G,CO0128500,G,,x,Huerfano,1,Arkansas,1,37.508563,-105.008486,,http://www.townoflaveta-co.gov/,G,
Lafayette,41835,G,2411592,G,07020,G,Lafayette,Lafayette,G,CO0107473,G,,x,Boulder,1,South Platte,1,39.994674,-105.099662,,https://www.cityoflafayette.com/,G,
Lake City,42330,G,2412863,G,27005,G,LakeCity,LakeCity,G,CO0127467,G,,x,Hinsdale,1,Gunnison,1,38.030037,-107.310630,,http://www.lakecity.com/,G,
Lakeside,42495,G,2412865,G,30053,G,Lakeside,Lakeside,G,,M,,x,Jefferson,1,Metro,1,39.780209,-105.057946,,"https://en.wikipedia.org/wiki/Lakeside,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Lakewood,43000,G,2411614,G,30055,G,Lakewood,Lakewood,G,CO0130467,G,,x,Jefferson,1,Metro,1,39.697801,-105.116772,,http://www.ci.lakewood.co.us/,G,
Lamar,43110,G,2411617,G,50012,G,Lamar,Lamar,G,CO0150700,G,,x,Prowers,1,Arkansas,1,38.073651,-102.615165,,http://www.ci.lamar.co.us/,G,
Larkspur,43550,G,2412878,G,18021,G,Larkspur,Larkspur,G,CO0118030,G,,x,Douglas,1,Metro,1,39.231615,-104.892412,,http://www.townoflarkspur.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Las Animas,43660,G,2411628,G,06005,G,LasAnimas,LasAnimas,G,CO0106300,G,,x,Bent,1,Arkansas,1,38.069518,-103.223542,,https://www.colorado.gov/pacific/cityoflasanimas,G,
Leadville,44320,G,2411641,G,33004,G,Leadville,Leadville,G,,M,,x,Lake,1,Arkansas,1,39.247371,-106.293444,,https://www.colorado.gov/leadville,G,New BNDSS ID; did not have an ID in original BNDSS
Limon,44980,G,2412897,G,37007,G,Limon,Limon,G,CO0137015,G,,x,Lincoln,1,Arkansas,1,39.267942,-103.684451,,http://www.townoflimon.com/,G,
Littleton,45255,G,2410845,G,64085,G,Littleton,Littleton,G,CO0103476,G,,x,"Arapahoe, Douglas, Jefferson",3,Metro,1,39.591525,-105.018772,,http://www.littletongov.org/,G,
Lochbuie,45530,G,2412905,G,62038,G,Lochbuie,Lochbuie,G,CO0162486,G,,x,"Adams, Weld",2,"Metro, South Platte",2,40.011701,-104.727105,,http://www.lochbuie.org/,G,
Log Lane Village,45695,G,2412910,G,44009,G,LogLaneVlg,LogLaneVillage,G,CO0144015,G,,x,Morgan,1,South Platte,1,40.270438,-103.829708,,"https://en.wikipedia.org/wiki/Log_Lane_Village,_Colorado",g,
Lone Tree,45955,G,2410864,G,18104,G,LoneTree,LoneTree,G,,M,,x,Douglas,1,Metro,1,39.530806,-104.870980,,http://www.cityoflonetree.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Longmont,45970,G,2410869,G,64205,G,Longmont,Longmont,G,CO0107485,G,,x,"Boulder, Weld",2,South Platte,1,40.169066,-105.099499,,https://www.longmontcolorado.gov/,G,
Louisville,46355,G,2410884,G,07029,G,Louisville,Louisville,G,CO0107487,G,,x,Boulder,1,South Platte,1,39.970949,-105.144020,,http://www.louisvilleco.gov/,G,
Loveland,46465,G,2410886,G,35026,G,Loveland,Loveland,G,CO0135485,G,,x,Larimer,1,South Platte,1,40.416724,-105.062065,,http://www.cityofloveland.org/,G,
Lyons,47070,G,2412930,G,07032,G,Lyons,Lyons,G,CO0107496,G,,x,Boulder,1,South Platte,1,40.222857,-105.268858,,http://www.townoflyons.com/,G,
Manassa,48060,G,2412937,G,11010,G,Manassa,Manassa,G,CO0111700,G,,x,Conejos,1,Rio Grande,1,37.173743,-105.937340,,http://www.manassa.com/,G,"New BNDSS ID; did not have an ID in original BNDSS, 'Massa' also seen in DOLA data."
Mancos,48115,G,2412939,G,42016,G,Mancos,Mancos,G,CO0142700,G,,x,Montezuma,1,Southwest,1,37.346648,-108.293969,,http://www.mancoscolorado.com/,G,
Manitou Springs,48445,G,2411021,G,21030,G,ManitouSpgs,ManitouSprings,G,CO0121450,G,,x,El Paso,1,Arkansas,1,38.857614,-104.912793,,http://www.manitouspringsgov.com/,G,
Manzanola,48500,G,2412949,G,45009,G,Manzanola,Manzanola,G,CO0145450,G,,x,Otero,1,Arkansas,1,38.108767,-103.866809,,"https://en.wikipedia.org/wiki/Manzanola,_Colorado",g,
Marble,48555,G,2412952,G,26010,G,Marble,Marble,G,,M,,x,Gunnison,1,Colorado,1,39.071654,-107.190675,,http://www.townofmarble.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Mead,49600,G,2412970,G,62040,G,Mead,Mead,G,CO0162500,G,,x,Weld,1,South Platte,1,40.232164,-104.992771,,http://www.townofmead.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Meeker,49875,G,2412977,G,52007,G,Meeker,Meeker,G,CO0152505,G,,x,Rio Blanco,1,Yampa,1,40.049988,-107.894444,,http://www.townofmeeker.org/,G,
Merino,50040,G,2412985,G,38011,G,Merino,Merino,G,CO0138025,G,,x,Logan,1,South Platte,1,40.483696,-103.353644,,http://town.merino.co.us/,G,New BNDSS ID; did not have an ID in original BNDSS
Milliken,50480,G,2413000,G,62043,G,Milliken,Milliken,G,CO0162511,G,,x,Weld,1,South Platte,1,40.310302,-104.855720,,http://www.millikenco.gov/,G,
Minturn,50920,G,2413005,G,19024,G,Minturn,Minturn,G,CO0119510,G,,x,Eagle,1,Colorado,1,39.545658,-106.386476,,http://www.minturn.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Moffat,51250,G,2413006,G,55005,G,Moffat,Moffat,G,,M,,x,Saguache,1,Rio Grande,1,38.001922,-105.904881,,https://www.colorado.gov/townofmoffat,G,New BNDSS ID; did not have an ID in original BNDSS
Monte Vista,51635,G,2411143,G,53005,G,MonteVista,MonteVista,G,CO0153600,G,,x,Rio Grande,1,Rio Grande,1,37.578860,-106.150015,,http://www.cityofmontevista.com/,G,
Montezuma,51690,G,2413008,G,59028,G,Montezuma,Montezuma,G,,M,,x,Summit,1,Colorado,1,39.581488,-105.867649,,"https://en.wikipedia.org/wiki/Montezuma,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Montrose,51745,G,2411151,G,43004,G,Montrose,Montrose,G,CO0143518,G,,x,Montrose,1,Gunnison,1,38.468826,-107.859386,,http://www.cityofmontrose.org/,G,
Monument,51800,G,2413009,G,21032,G,Monument,Monument,G,CO0121475,G,,x,El Paso,1,Arkansas,1,39.073227,-104.846099,,http://www.townofmonument.org/,G,
Morrison,52075,G,2413014,G,30065,G,Morrison,Morrison,G,CO0130085,G,,x,Jefferson,1,Metro,1,39.642922,-105.193672,,http://town.morrison.co.us/,G,
Mount Crested Butte,52570,G,2413018,G,26011,G,MtCrestedButte,MountCrestedButte,G,,M,,x,Gunnison,1,Gunnison,1,38.908150,-106.960465,,http://www.mtcrestedbuttecolorado.us/,G,
Mountain View,52350,G,2413021,G,30067,G,MtnView,MountainView,G,CO0130518,G,,x,Jefferson,1,Metro,1,39.774769,-105.056773,,http://www.townofmountainviewcolorado.org/,G,
Mountain Village,52550,G,2413024,G,57027,G,MtnVillage,MountainVillage,G,CO0157400,G,,x,San Miguel,1,Southwest,1,37.932344,-107.857548,,https://townofmountainvillage.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Naturita,53120,G,2413035,G,43005,G,Naturita,Naturita,G,CO0143533,G,,x,Montrose,1,Southwest,1,38.218334,-108.566610,,"https://en.wikipedia.org/wiki/Naturita,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Nederland,53175,G,2413037,G,07033,G,Nederland,Nederland,G,CO0107538,G,,x,Boulder,1,South Platte,1,39.963280,-105.507173,,http://nederlandco.org/,G,New BNDSS ID; did not have an ID in original BNDSS
New Castle,53395,G,2413042,G,23012,G,NewCastle,NewCastle,G,CO0123538,G,,x,Garfield,1,Colorado,1,39.577584,-107.526809,,http://www.newcastlecolorado.org/,G,
Northglenn,54330,G,2411280,G,64198,G,Northglenn,Northglenn,G,CO0101115,G,,x,"Adams, Weld",2,"Metro, South Platte",2,39.910650,-104.978275,,http://www.northglenn.org/,G,
Norwood,54880,G,2413057,G,57007,G,Norwood,Norwood,G,,M,,x,San Miguel,1,Southwest,1,38.129052,-108.291818,,http://www.norwoodtown.com/,G,
Nucla,54935,G,2413058,G,43007,G,Nucla,Nucla,G,CO0143559,G,,x,Montrose,1,Southwest,1,38.266712,-108.548742,,http://www.colorado.gov/nucla,G,
Nunn,55045,G,2413059,G,62045,G,Nunn,Nunn,G,CO0162559,G,,x,Weld,1,South Platte,1,40.713256,-104.788313,,http://www.nunncolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Oak Creek,55155,G,2413061,G,54010,G,OakCrk,OakCreek,G,CO0154566,G,,x,Routt,1,Yampa,1,40.274068,-106.957403,,http://www.townofoakcreek.com/,G,
Olathe,55540,G,2413078,G,43012,G,Olathe,Olathe,G,CO0143582,G,,x,Montrose,1,Gunnison,1,38.608195,-107.983386,,http://www.townofolathe.org/,G,
Olney Springs,55705,G,2413079,G,13004,G,OlneySpgs,OlneySprings,G,CO0113500,G,,x,Crowley,1,Arkansas,1,38.166274,-103.944491,,"https://en.wikipedia.org/wiki/Olney_Springs,_Colorado",g,
Ophir,55870,G,2413085,G,57008,G,Ophir,Ophir,G,CO0157600,G,,x,San Miguel,1,Southwest,1,37.856809,-107.831243,,http://www.town-ophir.co.gov/,G,New BNDSS ID; did not have an ID in original BNDSS
Orchard City,55980,G,2413088,G,15022,G,OrchardCity,OrchardCity,G,CO0115588,G,,x,Delta,1,Gunnison,1,38.814462,-107.970446,,http://www.orchardcityco.org/,G,
Ordway,56145,G,2413090,G,13006,G,Ordway,Ordway,G,CO0113700,G,,x,Crowley,1,Arkansas,1,38.220898,-103.756680,,http://www.ordway.co.towngovt.org/,G,
Otis,56365,G,2413094,G,61006,G,Otis,Otis,G,CO0161010,G,,x,Washington,1,South Platte,1,40.150129,-102.962139,,https://www.colorado.gov/pacific/townofotis,G,
Ouray,56420,G,2411342,G,46007,G,Ouray,Ouray,G,CO0146588,G,,x,Ouray,1,Gunnison,1,38.027463,-107.673310,,http://www.ci.ouray.co.us/,G,
Ovid,56475,G,2413096,G,58007,G,Ovid,Ovid,G,CO0158005,G,,x,Sedgwick,1,South Platte,1,40.960818,-102.388343,,http://www.ovidcolorado.com/,G,
Pagosa Springs,56860,G,2413099,G,04006,G,PagosaSpgs,PagosaSprings,G,,M,,x,Archuleta,1,Southwest,1,37.267059,-107.032155,,http://www.townofpagosasprings.com/,G,
Palisade,56970,G,2413101,G,39034,G,Palisade,Palisade,G,CO0139600,G,,x,Mesa,1,Colorado,1,39.108248,-108.357391,,http://www.townofpalisade.org/,G,
Palmer Lake,57025,G,2413103,G,21034,G,PalmerLake,PalmerLake,G,CO0121575,G,,x,El Paso,1,Arkansas,1,39.115196,-104.906009,,http://www.townofpalmerlake.com/,G,
Paoli,57245,G,2413107,G,48006,G,Paoli,Paoli,G,CO0148010,G,,x,Phillips,1,South Platte,1,40.612758,-102.471769,,"https://en.wikipedia.org/wiki/Paoli,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Paonia,57300,G,2413109,G,15025,G,Paonia,Paonia,G,CO0115601,G,,x,Delta,1,Gunnison,1,38.869758,-107.591982,,http://townofpaonia.com/,G,
Parachute,57400,G,2413110,G,23013,G,Parachute,Parachute,G,CO0123602,G,,x,Garfield,1,Colorado,1,39.448543,-108.058250,,http://www.parachutecolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Parker,57630,G,2413117,G,18028,G,Parker,Parker,G,,M,,x,Douglas,1,Metro,1,39.508029,-104.775085,,http://www.parkeronline.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Peetz,58235,G,2413123,G,38016,G,Peetz,Peetz,G,CO0138030,G,,x,Logan,1,South Platte,1,40.961878,-103.113943,,https://www.sites.google.com/site/townofpeetz/,G,
Pierce,59005,G,2413129,G,62046,G,Pierce,Pierce,G,CO0162610,G,,x,Weld,1,South Platte,1,40.633499,-104.755180,,http://www.townofpierce.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Pitkin,59830,G,2413138,G,26012,G,Pitkin,Pitkin,G,,M,,x,Gunnison,1,Gunnison,1,38.608719,-106.514932,,http://www.pitkincolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Platteville,60160,G,2412489,G,62050,G,Platteville,Platteville,G,CO0162615,G,,x,Weld,1,South Platte,1,40.221992,-104.833607,,http://www.plattevillegov.org/,G,
Poncha Springs,60600,G,2412495,G,08006,G,PonchaSpgs,PonchaSprings,G,CO0108650,G,,x,Chaffee,1,Arkansas,1,38.513284,-106.092247,,http://www.ponchaspringscolorado.us/,G,
Pritchett,61315,G,2412509,G,05006,G,Pritchett,Pritchett,G,CO0105300,G,,x,Baca,1,Arkansas,1,37.370009,-102.858749,,"https://en.wikipedia.org/wiki/Pritchett,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Pueblo,62000,G,2411501,G,51016,G,Pueblo,Pueblo,G,CO0151500,G,,x,Pueblo,1,Arkansas,1,38.270629,-104.613054,,http://www.pueblo.us/,G,
Ramah,62660,G,2412523,G,21036,G,Ramah,Ramah,G,CO0121675,G,,x,El Paso,1,Arkansas,1,39.121433,-104.167334,,https://www.colorado.gov/ramah,G,New BNDSS ID; did not have an ID in original BNDSS
Rangely,62880,G,2412528,G,52015,G,Rangely,Rangely,G,CO0152666,G,,x,Rio Blanco,1,Yampa,1,40.086091,-108.779460,,https://www.colorado.gov/townofrangely,G,
Raymer,63045,G,2412533,G,62051,G,Raymer,Raymer,G,CO0162666,G,,x,Weld,1,South Platte,1,40.607949,-103.843597,,"https://en.wikipedia.org/wiki/Raymer,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Red Cliff,63265,G,2412535,G,19026,G,RedCliff,RedCliff,G,CO0119671,G,,x,Eagle,1,Colorado,1,39.509256,-106.369930,,http://townofredcliff.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Rico,64090,G,2412550,G,17007,G,Rico,Rico,G,CO0117700,G,,x,Dolores,1,Southwest,1,37.689081,-108.031673,,http://www.ricocolorado.org/,G,
Ridgway,64200,G,2412551,G,46009,G,Ridgway,Ridgway,G,CO0146676,G,,x,Ouray,1,Gunnison,1,38.157150,-107.754610,,http://town.ridgway.co.us/,G,
Rifle,64255,G,2410947,G,23017,G,Rifle,Rifle,G,CO0123676,G,,x,Garfield,1,Colorado,1,39.536041,-107.773106,,https://www.rifleco.org/,G,
Rockvale,64970,G,2412564,G,22018,G,Rockvale,Rockvale,G,CO0122800,G,,x,Fremont,1,Arkansas,1,38.364443,-105.164880,,"https://en.wikipedia.org/wiki/Rockvale,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Rocky Ford,65190,G,2410983,G,45014,G,RockyFord,RockyFord,G,CO0145600,G,,x,Otero,1,Arkansas,1,38.050027,-103.722497,,http://www.rockyfordco.com/,G,
Romeo,65740,G,2412574,G,11013,G,Romeo,Romeo,G,CO0111800,G,,x,Conejos,1,Rio Grande,1,37.171746,-105.985457,,"https://en.wikipedia.org/wiki/Romeo,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Rye,66895,G,2412588,G,51018,G,Rye,Rye,G,CO0151700,G,,x,Pueblo,1,Arkansas,1,37.921258,-104.931926,,"https://en.wikipedia.org/wiki/Rye,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Saguache,67005,G,2412591,G,55008,G,Saguache,Saguache,G,CO0155800,G,,x,Saguache,1,Rio Grande,1,38.086335,-106.141046,,http://www.townofsaguache.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Salida,67280,G,2411766,G,08007,G,Salida,Salida,G,CO0108700,G,,x,Chaffee,1,Arkansas,1,38.530577,-105.998720,,http://www.cityofsalida.com/,G,
San Luis,68105,G,2413253,G,12009,G,SanLuis,SanLuis,G,,M,,x,Costilla,1,Rio Grande,1,37.200732,-105.424120,,"https://en.wikipedia.org/wiki/San_Luis,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Sanford,67830,G,2413256,G,11016,G,Sanford,Sanford,G,CO0111900,G,,x,Conejos,1,Rio Grande,1,37.257383,-105.900873,,http://www.sanfordcolorado.com/,G,
Sawpit,68655,G,2413263,G,57017,G,Sawpit,Sawpit,G,CO0157700,G,,x,San Miguel,1,Southwest,1,37.994698,-108.002157,,"https://en.wikipedia.org/wiki/Sawpit,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Sedgwick,68930,G,2413269,G,58012,G,Sedgwick,Sedgwick,G,CO0158010,G,,x,Sedgwick,1,South Platte,1,40.935755,-102.526071,,https://www.sedgwickcolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Seibert,69040,G,2413270,G,32015,G,Seibert,Seibert,G,CO0132015,G,,x,Kit Carson,1,South Platte,1,39.297967,-102.869524,,"https://en.wikipedia.org/wiki/Seibert,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Severance,69150,G,2413272,G,62053,G,Severance,Severance,G,CO0162707,G,,x,Weld,1,South Platte,1,40.527285,-104.865735,,http://www.townofseverance.org/,G,
Sheridan,69645,G,2411885,G,03065,G,Sheridan,Sheridan,G,CO0103709,G,,x,Arapahoe,1,Metro,1,39.646775,-105.018176,,http://www.ci.sheridan.co.us/,G,
Sheridan Lake,69700,G,2413280,G,31008,G,SheridanLake,SheridanLake,G,,M,,x,Kiowa,1,Arkansas,1,38.466714,-102.294444,,"https://en.wikipedia.org/wiki/Sheridan_Lake,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Silt,70195,G,2413284,G,23019,G,Silt,Silt,G,CO0123710,G,,x,Garfield,1,Colorado,1,39.548173,-107.653586,,http://www.townofsilt.org/,G,
Silver Cliff,70250,G,2413286,G,14004,G,SilverCliff,SilverCliff,G,,M,,x,Custer,1,Arkansas,1,38.120376,-105.410415,,http://silvercliffco.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Silver Plume,70360,G,2413287,G,10009,G,SilverPlume,SilverPlume,G,CO0110035,G,,x,Clear Creek,1,South Platte,1,39.695698,-105.726456,,http://www.townofsilverplume.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Silverthorne,70525,G,2413288,G,59018,G,Silverthorne,Silverthorne,G,CO0159095,G,,x,Summit,1,Colorado,1,39.656137,-106.086849,,http://www.silverthorne.org/,G,
Silverton,70580,G,2413289,G,56002,G,Silverton,Silverton,G,CO0156600,G,,x,San Juan,1,Southwest,1,37.810696,-107.665340,,http://www.silverton.co.us/,G,New BNDSS ID; did not have an ID in original BNDSS
Simla,70635,G,2413290,G,20006,G,Simla,Simla,G,CO0120025,G,,x,Elbert,1,Arkansas,1,39.141052,-104.081814,,http://www.townofsimla.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Snowmass Village,71755,G,2413302,G,49012,G,SnowmassVlg,SnowmassVillage,G,,M,,x,Pitkin,1,Colorado,1,39.221097,-106.938974,,http://tosv.com/,G,New BNDSS ID; did not have an ID in original BNDSS
South Fork,72395,G,2413307,G,53013,G,SouthFork,SouthFork,G,,M,,x,Rio Grande,1,Rio Grande,1,37.668815,-106.643205,,http://www.southfork.org/community/government.php,G,New BNDSS ID; did not have an ID in original BNDSS
Springfield,73330,G,2413324,G,05011,G,Springfield,Springfield,G,CO0105500,G,,x,Baca,1,Arkansas,1,37.404915,-102.618898,,http://www.springfieldco.gov/,G,
Starkville,73715,G,2413331,G,36010,G,Starkville,Starkville,G,CO0136724,G,,x,Las Animas,1,Arkansas,1,37.116820,-104.523298,,"https://en.wikipedia.org/wiki/Starkville,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Steamboat Springs,73825,G,2411976,G,54023,G,SteamboatSpgs,SteamboatSprings,G,CO0154725,G,,x,Routt,1,Yampa,1,40.477697,-106.824322,,http://www.steamboatsprings.net/,G,
Sterling,73935,G,2411978,G,38019,G,Sterling,Sterling,G,CO0138045,G,,x,Logan,1,South Platte,1,40.624426,-103.199017,,http://www.sterlingcolo.com/,G,
Stratton,74485,G,2413341,G,32020,G,Stratton,Stratton,G,CO0132020,G,,x,Kit Carson,1,South Platte,1,39.302883,-102.603473,,http://www.strattoncolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Sugar City,74815,G,2413346,G,13007,G,SugarCity,SugarCity,G,CO0113900,G,,x,Crowley,1,Arkansas,1,38.232773,-103.663312,,"https://en.wikipedia.org/wiki/Sugar_City,_Colorado",g,
Superior,75640,G,2413354,G,64183,G,Superior,Superior,G,,M,,x,"Boulder, Jefferson",2,South Platte,1,39.933590,-105.159291,,http://superiorcolorado.gov/,G,
Swink,75970,G,2413358,G,45015,G,Swink,Swink,G,CO0145720,G,,x,Otero,1,Arkansas,1,38.014115,-103.627835,,http://townofswinkco.ourlocalview.com/,G,
Telluride,76795,G,2413371,G,57014,G,Telluride,Telluride,G,CO0157800,G,,x,San Miguel,1,Southwest,1,37.936263,-107.826503,,http://www.telluride-co.gov/,G,
Thornton,77290,G,2412064,G,64264,G,Thornton,Thornton,G,CO0101150,G,,x,"Adams, Weld",2,Metro,1,39.920507,-104.944528,,https://www.cityofthornton.net/Pages/default.aspx,G,
Timnath,77510,G,2413391,G,35044,G,Timnath,Timnath,G,CO0055699,G,,x,"Larimer, Weld",2,South Platte,1,40.533374,-104.960485,,http://www.timnath.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Trinidad,78610,G,2412094,G,36011,G,Trinidad,Trinidad,G,CO0136800,G,,x,Las Animas,1,Arkansas,1,37.174857,-104.490816,,http://www.trinidad.co.gov/,G,
Two Buttes,79270,G,2413409,G,05016,G,TwoButtes,TwoButtes,G,CO0105700,G,,x,Baca,1,Arkansas,1,37.560664,-102.396556,,"https://en.wikipedia.org/wiki/Two_Buttes,_Colorado",g,New BNDSS ID; did not have an ID in original BNDSS
Vail,80040,G,2413415,G,19038,G,Vail,Vail,G,,M,,x,Eagle,1,Colorado,1,39.638501,-106.361256,,http://vailgov.com/,G,
Victor,80865,G,2412153,G,60012,G,Victor,Victor,G,CO0160700,G,,x,Teller,1,Arkansas,1,38.708701,-105.141906,,http://www.cityofvictor.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Vilas,81030,G,2413433,G,05019,G,Vilas,Vilas,G,CO0105800,G,,x,Baca,1,Arkansas,1,37.373664,-102.447416,,"https://en.wikipedia.org/wiki/Vilas,_Colorado",g,
Vona,81690,G,2413437,G,32023,G,Vona,Vona,G,CO0132025,G,,x,Kit Carson,1,South Platte,1,39.302119,-102.743352,,https://www.waldencolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Walden,82130,G,2413440,G,29006,G,Walden,Walden,G,CO0129834,G,,x,Jackson,1,North Platte,1,40.731584,-106.281336,,https://www.colorado.gov/townofwalden,G,
Walsenburg,82350,G,2412176,G,28010,G,Walsenburg,Walsenburg,G,CO0128900,G,,x,Huerfano,1,Arkansas,1,37.630598,-104.781721,,http://www.cityofwalsenburg.net/,G,
Walsh,82460,G,2413444,G,05023,G,Walsh,Walsh,G,CO0105900,G,,x,Baca,1,Arkansas,1,37.386107,-102.279933,,http://www.townofwalsh.com/,G,
Ward,82735,G,2413449,G,07042,G,Ward,Ward,G,CO0107834,G,,x,Boulder,1,South Platte,1,40.072166,-105.513883,,http://www.ward-co.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Wellington,83230,G,2413464,G,35047,G,Wellington,Wellington,G,CO0135838,G,,x,Larimer,1,South Platte,1,40.698698,-105.005937,,http://www.townofwellington.com/,G,
Westcliffe,83450,G,2413471,G,14005,G,Westcliffe,Westcliffe,G,,M,,x,Custer,1,Arkansas,1,38.133932,-105.465401,,http://www.townofwestcliffe.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Westminster,83835,G,2412237,G,64153,G,Westminster,Westminster,G,CO0101170,G,,x,"Adams, Jefferson",2,Metro,1,39.883670,-105.062408,,https://www.cityofwestminster.us/,G,
Wheat Ridge,84440,G,2412248,G,30093,G,WheatRidge,WheatRidge,G,,M,,x,Jefferson,1,Metro,1,39.772750,-105.102943,,http://www.ci.wheatridge.co.us/,G,New BNDSS ID; did not have an ID in original BNDSS
Wiggins,84770,G,2413486,G,44016,G,Wiggins,Wiggins,G,CO0144035,G,,x,Morgan,1,South Platte,1,40.228749,-104.072135,,http://www.wigginsco.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Wiley,85045,G,2413488,G,50017,G,Wiley,Wiley,G,CO0150900,G,,x,Prowers,1,Arkansas,1,38.154924,-102.719118,,http://www.townofwiley.com/,G,
Williamsburg,85155,G,2413490,G,22019,G,Williamsburg,Williamsburg,G,CO0122950,G,,x,Fremont,1,Arkansas,1,38.384006,-105.170993,,http://williamsburgcolorado.com/,G,New BNDSS ID; did not have an ID in original BNDSS
Windsor,85485,G,2413496,G,64225,G,Windsor,Windsor,G,CO0162843,G,,x,"Larimer, Weld",2,South Platte,1,40.467906,-104.921328,,http://www.windsorgov.com/,G,
